time, AIRS3STD_7_0_RelHum_A
2022-07-14,69.0
2022-07-15,-9999.0
2022-07-16,65.0
2022-07-17,73.5
2022-07-18,-9999.0
2022-07-19,-9999.0
2022-07-20,-9999.0
2022-07-21,-9999.0
2022-07-22,72.5
2022-07-23,-9999.0
2022-07-24,-9999.0
2022-07-25,-9999.0
2022-07-26,77.5
2022-07-27,-9999.0
2022-07-28,-9999.0
2022-07-29,-9999.0
2022-07-30,-9999.0
2022-07-31,77.0
2022-08-01,-9999.0
2022-08-02,88.5
2022-08-03,-9999.0
2022-08-04,86.5
2022-08-05,81.5
2022-08-06,81.5
2022-08-07,75.5
2022-08-08,-9999.0
2022-08-09,-9999.0
2022-08-10,77.0
2022-08-11,89.0
2022-08-12,-9999.0
2022-08-13,57.75
2022-08-14,69.0
2022-08-15,64.5
2022-08-16,59.0
2022-08-17,-9999.0
2022-08-18,83.0
2022-08-19,-9999.0
2022-08-20,66.0
2022-08-21,72.0
2022-08-22,-9999.0
2022-08-23,-9999.0
2022-08-24,64.5
2022-08-25,79.5
2022-08-26,-9999.0
2022-08-27,59.5
2022-08-28,73.0
2022-08-29,83.0
2022-08-30,-9999.0
2022-08-31,-9999.0
2022-09-01,78.5
2022-09-02,73.5
2022-09-03,69.5
2022-09-04,80.0
2022-09-05,-9999.0
2022-09-06,86.0
2022-09-07,89.0
2022-09-08,83.0
2022-09-09,62.5
2022-09-10,74.0
2022-09-11,-9999.0
2022-09-12,-9999.0
2022-09-13,-9999.0
2022-09-14,87.0
2022-09-15,58.0
2022-09-16,-9999.0
2022-09-17,76.5
2022-09-18,-9999.0
2022-09-19,-9999.0
2022-09-20,-9999.0
2022-09-21,-9999.0
2022-09-22,-9999.0
2022-09-23,65.0
2022-09-24,76.5
2022-09-25,-9999.0
2022-09-26,-9999.0
2022-09-27,-9999.0
2022-09-28,91.5
2022-09-29,60.75
2022-09-30,72.0
2022-10-01,56.75
2022-10-02,74.0
2022-10-03,59.5
2022-10-04,-9999.0
2022-10-05,75.5
2022-10-06,-9999.0
2022-10-07,-9999.0
2022-10-08,-9999.0
2022-10-09,68.5
2022-10-10,71.5
2022-10-11,68.0
2022-10-12,-9999.0
2022-10-13,-9999.0
2022-10-14,70.0
2022-10-15,-9999.0
2022-10-16,75.5
2022-10-17,-9999.0
2022-10-18,-9999.0
2022-10-19,-9999.0
2022-10-20,-9999.0
2022-10-21,73.0
2022-10-22,-9999.0
2022-10-23,68.5
2022-10-24,91.0
2022-10-25,-9999.0
2022-10-26,-9999.0
2022-10-27,71.0
2022-10-28,57.25
2022-10-29,80.5
2022-10-30,-9999.0
2022-10-31,89.0
2022-11-01,-9999.0
2022-11-02,68.0
2022-11-03,-9999.0
2022-11-04,71.5
2022-11-05,-9999.0
2022-11-06,81.5
2022-11-07,-9999.0
2022-11-08,72.0
2022-11-09,69.5
2022-11-10,-9999.0
2022-11-11,-9999.0
2022-11-12,-9999.0
2022-11-13,-9999.0
2022-11-14,66.0
2022-11-15,-9999.0
2022-11-16,-9999.0
2022-11-17,-9999.0
2022-11-18,92.5
2022-11-19,76.0
2022-11-20,55.75
2022-11-21,66.0
2022-11-22,83.5
2022-11-23,-9999.0
2022-11-24,82.5
2022-11-25,90.0
2022-11-26,-9999.0
2022-11-27,-9999.0
2022-11-28,-9999.0
2022-11-29,-9999.0
2022-11-30,-9999.0
2022-12-01,-9999.0
2022-12-02,74.5
2022-12-03,-9999.0
2022-12-04,93.5
2022-12-05,-9999.0
2022-12-06,-9999.0
2022-12-07,-9999.0
2022-12-08,-9999.0
2022-12-09,81.0
2022-12-10,-9999.0
2022-12-11,-9999.0
2022-12-12,81.0
2022-12-13,89.0
2022-12-14,97.5
2022-12-15,-9999.0
2022-12-16,-9999.0
2022-12-17,-9999.0
2022-12-18,-9999.0
2022-12-19,-9999.0
2022-12-20,86.5
2022-12-21,-9999.0
2022-12-22,-9999.0
2022-12-23,-9999.0
2022-12-24,-9999.0
2022-12-25,-9999.0
2022-12-26,-9999.0
2022-12-27,91.0
2022-12-28,-9999.0
2022-12-29,90.0
2022-12-30,98.5
2022-12-31,-9999.0
2023-01-01,-9999.0
2023-01-02,-9999.0
2023-01-03,-9999.0
2023-01-04,-9999.0
2023-01-05,69.0
2023-01-06,-9999.0
2023-01-07,75.0
2023-01-08,-9999.0
2023-01-09,-9999.0
2023-01-10,56.25
2023-01-11,-9999.0
2023-01-12,-9999.0
2023-01-13,-9999.0
2023-01-14,-9999.0
2023-01-15,99.5
2023-01-16,-9999.0
2023-01-17,-9999.0
2023-01-18,-9999.0
2023-01-19,-9999.0
2023-01-20,-9999.0
2023-01-21,-9999.0
2023-01-22,-9999.0
2023-01-23,-9999.0
2023-01-24,-9999.0
2023-01-25,-9999.0
2023-01-26,-9999.0
2023-01-27,-9999.0
2023-01-28,54.5
2023-01-29,94.0
2023-01-30,-9999.0
2023-01-31,68.0
2023-02-01,-9999.0
2023-02-02,-9999.0
2023-02-03,-9999.0
2023-02-04,-9999.0
2023-02-05,-9999.0
2023-02-06,-9999.0
2023-02-07,-9999.0
2023-02-08,-9999.0
2023-02-09,-9999.0
2023-02-10,-9999.0
2023-02-11,88.0
2023-02-12,72.5
2023-02-13,-9999.0
2023-02-14,72.5
2023-02-15,-9999.0
2023-02-16,-9999.0
2023-02-17,-9999.0
2023-02-18,64.5
2023-02-19,85.0
2023-02-20,-9999.0
2023-02-21,-9999.0
2023-02-22,-9999.0
2023-02-23,-9999.0
2023-02-24,86.0
2023-02-25,98.5
2023-02-26,-9999.0
2023-02-27,67.5
2023-02-28,-9999.0
2023-03-01,-9999.0
2023-03-02,-9999.0
2023-03-03,-9999.0
2023-03-04,-9999.0
2023-03-05,92.5
2023-03-06,67.0
2023-03-07,76.0
2023-03-08,-9999.0
2023-03-09,89.0
2023-03-10,-9999.0
2023-03-11,72.0
2023-03-12,-9999.0
2023-03-13,-9999.0
2023-03-14,-9999.0
2023-03-15,71.5
2023-03-16,-9999.0
2023-03-17,-9999.0
2023-03-18,-9999.0
2023-03-19,-9999.0
2023-03-20,67.0
2023-03-21,58.0
2023-03-22,51.5
2023-03-23,-9999.0
2023-03-24,60.0
2023-03-25,-9999.0
2023-03-26,77.5
2023-03-27,-9999.0
2023-03-28,67.5
2023-03-29,-9999.0
2023-03-30,60.5
2023-03-31,-9999.0
2023-04-01,-9999.0
2023-04-02,-9999.0
2023-04-03,58.5
2023-04-04,-9999.0
2023-04-05,-9999.0
2023-04-06,-9999.0
2023-04-07,80.0
2023-04-08,53.0
2023-04-09,52.0
2023-04-10,36.5
2023-04-11,-9999.0
2023-04-12,-9999.0
2023-04-13,-9999.0
2023-04-14,-9999.0
2023-04-15,-9999.0
2023-04-16,-9999.0
2023-04-17,-9999.0
2023-04-18,-9999.0
2023-04-19,-9999.0
2023-04-20,-9999.0
2023-04-21,-9999.0
2023-04-22,-9999.0
2023-04-23,-9999.0
2023-04-24,75.0
2023-04-25,-9999.0
2023-04-26,92.0
2023-04-27,34.0
2023-04-28,-9999.0
2023-04-29,-9999.0
2023-04-30,-9999.0
2023-05-01,-9999.0
2023-05-02,-9999.0
2023-05-03,-9999.0
2023-05-04,-9999.0
2023-05-05,-9999.0
2023-05-06,-9999.0
2023-05-07,-9999.0
2023-05-08,-9999.0
2023-05-09,77.0
2023-05-10,-9999.0
2023-05-11,76.5
2023-05-12,-9999.0
2023-05-13,-9999.0
2023-05-14,-9999.0
2023-05-15,-9999.0
2023-05-16,-9999.0
2023-05-17,-9999.0
2023-05-18,71.5
2023-05-19,-9999.0
2023-05-20,-9999.0
2023-05-21,-9999.0
2023-05-22,-9999.0
2023-05-23,-9999.0
2023-05-24,-9999.0
2023-05-25,-9999.0
2023-05-26,-9999.0
2023-05-27,-9999.0
2023-05-28,-9999.0
2023-05-29,-9999.0
2023-05-30,-9999.0
2023-05-31,-9999.0
2023-06-01,-9999.0
2023-06-02,-9999.0
2023-06-03,-9999.0
2023-06-04,-9999.0
2023-06-05,-9999.0
2023-06-06,-9999.0
2023-06-07,-9999.0
2023-06-08,-9999.0
2023-06-09,-9999.0
2023-06-10,-9999.0
2023-06-11,-9999.0
2023-06-12,-9999.0
2023-06-13,-9999.0
2023-06-14,-9999.0
2023-06-15,-9999.0
2023-06-16,-9999.0
2023-06-17,-9999.0
2023-06-18,60.0
2023-06-19,82.0
2023-06-20,79.5
2023-06-21,-9999.0
2023-06-22,-9999.0
2023-06-23,-9999.0
2023-06-24,-9999.0
2023-06-25,-9999.0
2023-06-26,-9999.0
2023-06-27,-9999.0
2023-06-28,-9999.0
2023-06-29,76.5
2023-06-30,-9999.0
2023-07-01,-9999.0
2023-07-02,-9999.0
2023-07-03,-9999.0
2023-07-04,74.0
2023-07-05,-9999.0
2023-07-06,-9999.0
2023-07-07,-9999.0
2023-07-08,73.5
2023-07-09,-9999.0
2023-07-10,-9999.0
2023-07-11,74.0
2023-07-12,-9999.0
2023-07-13,-9999.0
2023-07-14,71.5
2023-07-15,-9999.0
2023-07-16,-9999.0
2023-07-17,-9999.0
2023-07-18,-9999.0
2023-07-19,-9999.0
2023-07-20,68.0
2023-07-21,-9999.0
2023-07-22,73.5
2023-07-23,75.0
2023-07-24,59.5
2023-07-25,78.0
2023-07-26,-9999.0
2023-07-27,-9999.0
2023-07-28,74.0
2023-07-29,-9999.0
2023-07-30,68.5
2023-07-31,-9999.0
2023-08-01,65.5
2023-08-02,72.0
2023-08-03,71.0
2023-08-04,72.5
2023-08-05,81.5
2023-08-06,54.75
2023-08-07,-9999.0
2023-08-08,-9999.0
2023-08-09,-9999.0
2023-08-10,-9999.0
2023-08-11,-9999.0
2023-08-12,-9999.0
2023-08-13,88.5
2023-08-14,74.5
2023-08-15,79.0
2023-08-16,-9999.0
2023-08-17,-9999.0
2023-08-18,-9999.0
2023-08-19,80.5
2023-08-20,79.0
2023-08-21,-9999.0
2023-08-22,74.0
2023-08-23,77.0
2023-08-24,69.5
2023-08-25,-9999.0
2023-08-26,82.5
2023-08-27,71.0
2023-08-28,-9999.0
2023-08-29,78.5
2023-08-30,-9999.0
2023-08-31,66.5
2023-09-01,63.75
2023-09-02,-9999.0
2023-09-03,73.5
2023-09-04,-9999.0
2023-09-05,70.5
2023-09-06,82.0
2023-09-07,-9999.0
2023-09-08,95.0
2023-09-09,68.0
2023-09-10,84.5
2023-09-11,-9999.0
2023-09-12,-9999.0
2023-09-13,72.0
2023-09-14,69.0
2023-09-15,59.5
2023-09-16,64.5
2023-09-17,80.5
2023-09-18,-9999.0
2023-09-19,82.0
2023-09-20,64.0
2023-09-21,64.5
2023-09-22,70.0
2023-09-23,-9999.0
2023-09-24,82.5
2023-09-25,71.0
2023-09-26,66.0
2023-09-27,58.5
2023-09-28,59.75
2023-09-29,76.5
2023-09-30,70.0
2023-10-01,78.0
2023-10-02,77.5
2023-10-03,74.0
2023-10-04,64.5
2023-10-05,73.5
2023-10-06,83.0
2023-10-07,-9999.0
2023-10-08,-9999.0
2023-10-09,-9999.0
2023-10-10,-9999.0
2023-10-11,75.0
2023-10-12,75.0
2023-10-13,83.0
2023-10-14,-9999.0
2023-10-15,-9999.0
2023-10-16,-9999.0
2023-10-17,-9999.0
2023-10-18,-9999.0
2023-10-19,-9999.0
2023-10-20,-9999.0
2023-10-21,-9999.0
2023-10-22,-9999.0
2023-10-23,69.0
2023-10-24,85.5
2023-10-25,-9999.0
2023-10-26,-9999.0
2023-10-27,-9999.0
2023-10-28,-9999.0
2023-10-29,-9999.0
2023-10-30,-9999.0
2023-10-31,80.0
2023-11-01,84.0
2023-11-02,89.0
2023-11-03,56.25
2023-11-04,-9999.0
2023-11-05,56.5
2023-11-06,-9999.0
2023-11-07,-9999.0
2023-11-08,-9999.0
2023-11-09,-9999.0
2023-11-10,-9999.0
2023-11-11,-9999.0
2023-11-12,66.5
2023-11-13,-9999.0
2023-11-14,-9999.0
2023-11-15,72.0
2023-11-16,-9999.0
2023-11-17,-9999.0
2023-11-18,72.0
2023-11-19,-9999.0
2023-11-20,83.0
2023-11-21,-9999.0
2023-11-22,-9999.0
2023-11-23,-9999.0
2023-11-24,72.0
2023-11-25,81.5
2023-11-26,-9999.0
2023-11-27,-9999.0
2023-11-28,-9999.0
2023-11-29,-9999.0
2023-11-30,-9999.0
2023-12-01,-9999.0
2023-12-02,-9999.0
2023-12-03,-9999.0
2023-12-04,-9999.0
2023-12-05,-9999.0
2023-12-06,-9999.0
2023-12-07,-9999.0
2023-12-08,85.5
2023-12-09,-9999.0
2023-12-10,-9999.0
2023-12-11,-9999.0
2023-12-12,-9999.0
2023-12-13,-9999.0
2023-12-14,70.0
2023-12-15,94.0
2023-12-16,-9999.0
2023-12-17,-9999.0
2023-12-18,-9999.0
2023-12-19,-9999.0
2023-12-20,-9999.0
2023-12-21,69.0
2023-12-22,84.0
2023-12-23,-9999.0
2023-12-24,-9999.0
2023-12-25,86.5
2023-12-26,92.5
2023-12-27,-9999.0
2023-12-28,-9999.0
2023-12-29,-9999.0
2023-12-30,-9999.0
2023-12-31,-9999.0
2024-01-01,88.0
2024-01-02,-9999.0
2024-01-03,-9999.0
2024-01-04,81.5
2024-01-05,-9999.0
2024-01-06,-9999.0
2024-01-07,-9999.0
2024-01-08,-9999.0
2024-01-09,-9999.0
2024-01-10,-9999.0
2024-01-11,-9999.0
2024-01-12,-9999.0
2024-01-13,-9999.0
2024-01-14,-9999.0
2024-01-15,59.0
2024-01-16,-9999.0
2024-01-17,-9999.0
2024-01-18,-9999.0
2024-01-19,89.5
2024-01-20,90.0
2024-01-21,80.0
2024-01-22,72.5
2024-01-23,96.5
2024-01-24,-9999.0
2024-01-25,86.0
2024-01-26,-9999.0
2024-01-27,-9999.0
2024-01-28,-9999.0
2024-01-29,-9999.0
2024-01-30,90.0
2024-01-31,-9999.0
2024-02-01,-9999.0
2024-02-02,-9999.0
2024-02-03,88.0
2024-02-04,78.5
2024-02-05,-9999.0
2024-02-06,68.0
2024-02-07,62.0
2024-02-08,63.0
2024-02-09,-9999.0
2024-02-10,-9999.0
2024-02-11,92.0
2024-02-12,-9999.0
2024-02-13,-9999.0
2024-02-14,52.25
2024-02-15,-9999.0
2024-02-16,59.5
2024-02-17,-9999.0
2024-02-18,-9999.0
2024-02-19,54.75
2024-02-20,79.5
2024-02-21,-9999.0
2024-02-22,-9999.0
2024-02-23,-9999.0
2024-02-24,-9999.0
2024-02-25,64.0
2024-02-26,58.25
2024-02-27,-9999.0
2024-02-28,-9999.0
2024-02-29,86.0
2024-03-01,62.75
2024-03-02,-9999.0
2024-03-03,-9999.0
2024-03-04,-9999.0
2024-03-05,-9999.0
2024-03-06,-9999.0
2024-03-07,-9999.0
2024-03-08,52.75
2024-03-09,-9999.0
2024-03-10,-9999.0
2024-03-11,73.0
2024-03-12,-9999.0
2024-03-13,72.0
2024-03-14,-9999.0
2024-03-15,76.5
2024-03-16,-9999.0
2024-03-17,-9999.0
2024-03-18,-9999.0
2024-03-19,-9999.0
2024-03-20,-9999.0
2024-03-21,56.5
2024-03-22,79.0
2024-03-23,87.5
2024-03-24,84.0
2024-03-25,81.0
2024-03-26,-9999.0
2024-03-27,-9999.0
2024-03-28,77.5
2024-03-29,-9999.0
2024-03-30,83.0
2024-03-31,-9999.0
2024-04-01,73.5
2024-04-02,-9999.0
2024-04-03,-9999.0
2024-04-04,-9999.0
2024-04-05,-9999.0
2024-04-06,-9999.0
2024-04-07,-9999.0
2024-04-08,-9999.0
2024-04-09,-9999.0
2024-04-10,-9999.0
2024-04-11,-9999.0
2024-04-12,-9999.0
2024-04-13,-9999.0
2024-04-14,-9999.0
2024-04-15,-9999.0
2024-04-16,39.25
2024-04-17,-9999.0
2024-04-18,-9999.0
2024-04-19,-9999.0
2024-04-20,82.5
2024-04-21,-9999.0
2024-04-22,70.5
2024-04-23,-9999.0
2024-04-24,66.0
2024-04-25,59.75
2024-04-26,-9999.0
2024-04-27,-9999.0
2024-04-28,-9999.0
2024-04-29,-9999.0
2024-04-30,-9999.0
2024-05-01,-9999.0
2024-05-02,70.5
2024-05-03,-9999.0
2024-05-04,-9999.0
2024-05-05,-9999.0
2024-05-06,-9999.0
2024-05-07,-9999.0
2024-05-08,-9999.0
2024-05-09,-9999.0
2024-05-10,-9999.0
2024-05-11,-9999.0
2024-05-12,-9999.0
2024-05-13,-9999.0
2024-05-14,-9999.0
2024-05-15,-9999.0
2024-05-16,79.5
2024-05-17,-9999.0
2024-05-18,-9999.0
2024-05-19,-9999.0
2024-05-20,-9999.0
2024-05-21,-9999.0
2024-05-22,-9999.0
2024-05-23,-9999.0
2024-05-24,73.5
2024-05-25,-9999.0
2024-05-26,-9999.0
2024-05-27,-9999.0
2024-05-28,-9999.0
2024-05-29,-9999.0
2024-05-30,-9999.0
2024-05-31,-9999.0
2024-06-01,-9999.0
2024-06-02,-9999.0
2024-06-03,92.5
2024-06-04,-9999.0
2024-06-05,-9999.0
2024-06-06,-9999.0
2024-06-07,-9999.0
2024-06-08,-9999.0
2024-06-09,-9999.0
2024-06-10,-9999.0
2024-06-11,-9999.0
2024-06-12,79.5
2024-06-13,-9999.0
2024-06-14,-9999.0
2024-06-15,76.0
2024-06-16,-9999.0
2024-06-17,81.0
2024-06-18,-9999.0
2024-06-19,-9999.0
2024-06-20,-9999.0
2024-06-21,-9999.0
2024-06-22,92.5
2024-06-23,-9999.0
2024-06-24,-9999.0
2024-06-25,-9999.0
2024-06-26,-9999.0
2024-06-27,-9999.0
2024-06-28,62.25
2024-06-29,-9999.0
2024-06-30,-9999.0
2024-07-01,64.5
2024-07-02,-9999.0
2024-07-03,-9999.0
2024-07-04,83.0
2024-07-05,-9999.0
2024-07-06,82.5
2024-07-07,75.5
2024-07-08,-9999.0
2024-07-09,-9999.0
2024-07-10,-9999.0
2024-07-11,-9999.0
2024-07-12,-9999.0
2024-07-13,69.0
2024-07-14,81.5
2024-07-15,-9999.0
2024-07-16,-9999.0
2024-07-17,-9999.0
2024-07-18,79.5
2024-07-19,67.5
2024-07-20,-9999.0
2024-07-21,79.5
2024-07-22,-9999.0
2024-07-23,83.0
2024-07-24,-9999.0
2024-07-25,-9999.0
2024-07-27,-9999.0
2024-07-28,58.0
2024-07-29,-9999.0
2024-07-30,77.5
2024-07-31,-9999.0
2024-08-01,-9999.0
2024-08-02,-9999.0
2024-08-03,-9999.0
2024-08-04,74.0
2024-08-05,84.5
2024-08-06,-9999.0
2024-08-07,-9999.0
2024-08-08,-9999.0
2024-08-09,-9999.0
2024-08-10,73.5
2024-08-11,80.0
2024-08-12,84.5
2024-08-13,65.0
2024-08-14,67.5
2024-08-15,62.75
2024-08-16,73.5
2024-08-17,-9999.0
2024-08-18,-9999.0
2024-08-19,-9999.0
2024-08-20,-9999.0
2024-08-21,99.5
2024-08-22,71.5
2024-08-23,76.5
2024-08-24,63.5
2024-08-25,-9999.0
2024-08-26,77.5
2024-08-27,80.5
2024-08-28,82.5
2024-08-29,80.0
2024-08-30,-9999.0
2024-08-31,91.5
2024-09-01,-9999.0
2024-09-02,69.0
2024-09-03,71.5
2024-09-04,66.0
2024-09-05,60.75
2024-09-06,-9999.0
2024-09-07,-9999.0
2024-09-08,-9999.0
2024-09-09,-9999.0
2024-09-10,74.0
2024-09-11,65.5
2024-09-12,67.0
2024-09-13,71.0
2024-09-14,72.0
2024-09-15,68.0
2024-09-16,-9999.0
2024-09-17,67.0
2024-09-18,-9999.0
2024-09-19,70.5
2024-09-20,80.5
2024-09-21,-9999.0
2024-09-22,81.0
2024-09-23,-9999.0
2024-09-24,-9999.0
2024-09-25,-9999.0
2024-09-26,75.0
2024-09-27,82.5
2024-09-28,-9999.0
2024-09-29,85.0
2024-09-30,81.0
2024-10-01,74.5
2024-10-02,72.5
2024-10-03,-9999.0
2024-10-04,67.5
2024-10-05,65.5
2024-10-06,86.0
2024-10-07,73.5
2024-10-08,-9999.0
2024-10-09,-9999.0
2024-10-10,78.5
2024-10-11,72.5
2024-10-12,63.0
2024-10-13,-9999.0
2024-10-14,80.5
2024-10-15,-9999.0
2024-10-16,-9999.0
2024-10-17,67.0
2024-10-18,69.5
2024-10-19,67.5
2024-10-20,55.75
2024-10-21,81.5
2024-10-22,77.5
2024-10-23,-9999.0
2024-10-24,72.0
2024-10-25,-9999.0
2024-10-26,58.75
2024-10-27,-9999.0
2024-10-28,67.5
2024-10-29,-9999.0
2024-10-30,-9999.0
2024-10-31,95.0
2024-11-01,-9999.0
2024-11-02,-9999.0
2024-11-03,74.5
2024-11-04,-9999.0
2024-11-05,94.0
2024-11-06,-9999.0
2024-11-07,64.0
2024-11-08,-9999.0
2024-11-09,-9999.0
2024-11-09,-9999.0
2024-11-10,-9999.0
2024-11-11,-9999.0
2024-11-12,-9999.0
2024-11-13,70.5
2024-11-14,-9999.0
2024-11-15,81.5
2024-11-16,81.0
2024-11-17,-9999.0
2024-11-18,86.0
2024-11-19,-9999.0
2024-11-20,-9999.0
2024-11-21,-9999.0
2024-11-22,-9999.0
2024-11-23,-9999.0
2024-11-24,-9999.0
2024-11-25,81.5
2024-11-26,-9999.0
2024-11-27,63.25
2024-11-28,-9999.0
2024-11-29,-9999.0
2024-11-30,89.5
2024-12-01,-9999.0
2024-12-02,71.5
2024-12-03,71.5
2024-12-04,-9999.0
2024-12-05,-9999.0
2024-12-06,-9999.0
2024-12-07,-9999.0
2024-12-08,-9999.0
2024-12-09,-9999.0
2024-12-10,94.0
2024-12-11,-9999.0
2024-12-12,48.25
2024-12-13,69.5
2024-12-14,67.5
2024-12-15,-9999.0
2024-12-16,-9999.0
2024-12-17,-9999.0
2024-12-18,-9999.0
2024-12-19,-9999.0
2024-12-20,-9999.0
2024-12-21,-9999.0
2024-12-22,101.5
2024-12-23,-9999.0
2024-12-24,-9999.0
2024-12-25,93.5
2024-12-26,-9999.0
2024-12-27,96.5
2024-12-28,-9999.0
2024-12-29,-9999.0
2024-12-30,-9999.0
2024-12-31,-9999.0
2025-01-01,-9999.0
